white_king,d_pawn,e_pawn,black_king,side_to_move
h4,d4,e6,e5,B
a5,d4,e6,e5,B
g5,d4,e6,e5,B
h5,d4,e6,e5,B
a6,d4,e6,e5,B
g6,d4,e6,e5,B
h6,d4,e6,e5,B
a7,d4,e6,e5,B
g7,d4,e6,e5,B
h7,d4,e6,e5,B
a8,d4,e6,e5,B
b8,d4,e6,e5,B
c8,d4,e6,e5,B
d8,d4,e6,e5,B
e8,d4,e6,e5,B
f8,d4,e6,e5,B
g8,d4,e6,e5,B
h8,d4,e6,e5,B
a1,d4,e6,f5,B
b1,d4,e6,f5,B
c1,d4,e6,f5,B
d1,d4,e6,f5,B
e1,d4,e6,f5,B
f1,d4,e6,f5,B
g1,d4,e6,f5,B
h1,d4,e6,f5,B
a2,d4,e6,f5,B
b2,d4,e6,f5,B
c2,d4,e6,f5,B
d2,d4,e6,f5,B
e2,d4,e6,f5,B
f2,d4,e6,f5,B
g2,d4,e6,f5,B
h2,d4,e6,f5,B
a3,d4,e6,f5,B
b3,d4,e6,f5,B
c3,d4,e6,f5,B
d3,d4,e6,f5,B
e3,d4,e6,f5,B
f3,d4,e6,f5,B
g3,d4,e6,f5,B
h3,d4,e6,f5,B
a4,d4,e6,f5,B
h4,d4,e6,f5,B
a5,d4,e6,f5,B
h5,d4,e6,f5,B
a6,d4,e6,f5,B
h6,d4,e6,f5,B
a7,d4,e6,f5,B
g7,d4,e6,f5,B
h7,d4,e6,f5,B
a8,d4,e6,f5,B
b8,d4,e6,f5,B
c8,d4,e6,f5,B
d8,d4,e6,f5,B
e8,d4,e6,f5,B
f8,d4,e6,f5,B
g8,d4,e6,f5,B
h8,d4,e6,f5,B
a1,d4,e6,d6,B
b1,d4,e6,d6,B
c1,d4,e6,d6,B
d1,d4,e6,d6,B
e1,d4,e6,d6,B
f1,d4,e6,d6,B
g1,d4,e6,d6,B
h1,d4,e6,d6,B
a2,d4,e6,d6,B
b2,d4,e6,d6,B
c2,d4,e6,d6,B
d2,d4,e6,d6,B
e2,d4,e6,d6,B
f2,d4,e6,d6,B
g2,d4,e6,d6,B
h2,d4,e6,d6,B
a3,d4,e6,d6,B
b3,d4,e6,d6,B
c3,d4,e6,d6,B
d3,d4,e6,d6,B
e3,d4,e6,d6,B
f3,d4,e6,d6,B
g3,d4,e6,d6,B
h3,d4,e6,d6,B
a4,d4,e6,d6,B
e4,d4,e6,d6,B
f4,d4,e6,d6,B
g4,d4,e6,d6,B
h4,d4,e6,d6,B
a5,d4,e6,d6,B
g5,d4,e6,d6,B
h5,d4,e6,d6,B
a6,d4,e6,d6,B
g6,d4,e6,d6,B
h6,d4,e6,d6,B
a7,d4,e6,d6,B
g7,d4,e6,d6,B
h7,d4,e6,d6,B
a8,d4,e6,d6,B
b8,d4,e6,d6,B
c8,d4,e6,d6,B
d8,d4,e6,d6,B
e8,d4,e6,d6,B
f8,d4,e6,d6,B
g8,d4,e6,d6,B
h8,d4,e6,d6,B
a1,d4,e6,f6,B
b1,d4,e6,f6,B
c1,d4,e6,f6,B
d1,d4,e6,f6,B
e1,d4,e6,f6,B
f1,d4,e6,f6,B
g1,d4,e6,f6,B
h1,d4,e6,f6,B
a2,d4,e6,f6,B
b2,d4,e6,f6,B
c2,d4,e6,f6,B
d2,d4,e6,f6,B
e2,d4,e6,f6,B
f2,d4,e6,f6,B
g2,d4,e6,f6,B
h2,d4,e6,f6,B
a3,d4,e6,f6,B
b3,d4,e6,f6,B
c3,d4,e6,f6,B
d3,d4,e6,f6,B
e3,d4,e6,f6,B
f3,d4,e6,f6,B
g3,d4,e6,f6,B
h3,d4,e6,f6,B
a4,d4,e6,f6,B
e4,d4,e6,f6,B
f4,d4,e6,f6,B
g4,d4,e6,f6,B
h4,d4,e6,f6,B
a5,d4,e6,f6,B
h5,d4,e6,f6,B
a6,d4,e6,f6,B
h6,d4,e6,f6,B
a7,d4,e6,f6,B
h7,d4,e6,f6,B
a8,d4,e6,f6,B
b8,d4,e6,f6,B
c8,d4,e6,f6,B
d8,d4,e6,f6,B
e8,d4,e6,f6,B
f8,d4,e6,f6,B
g8,d4,e6,f6,B
h8,d4,e6,f6,B
a1,d4,e6,d7,B
b1,d4,e6,d7,B
c1,d4,e6,d7,B
d1,d4,e6,d7,B
e1,d4,e6,d7,B
f1,d4,e6,d7,B
g1,d4,e6,d7,B
h1,d4,e6,d7,B
a2,d4,e6,d7,B
b2,d4,e6,d7,B
c2,d4,e6,d7,B
d2,d4,e6,d7,B
e2,d4,e6,d7,B
f2,d4,e6,d7,B
g2,d4,e6,d7,B
h2,d4,e6,d7,B
a3,d4,e6,d7,B
b3,d4,e6,d7,B
c3,d4,e6,d7,B
d3,d4,e6,d7,B
e3,d4,e6,d7,B
f3,d4,e6,d7,B
g3,d4,e6,d7,B
h3,d4,e6,d7,B
a4,d4,e6,d7,B
e4,d4,e6,d7,B
f4,d4,e6,d7,B
g4,d4,e6,d7,B
h4,d4,e6,d7,B
a5,d4,e6,d7,B
g5,d4,e6,d7,B
h5,d4,e6,d7,B
a6,d4,e6,d7,B
g6,d4,e6,d7,B
h6,d4,e6,d7,B
a7,d4,e6,d7,B
g7,d4,e6,d7,B
h7,d4,e6,d7,B
a8,d4,e6,d7,B
b8,d4,e6,d7,B
f8,d4,e6,d7,B
g8,d4,e6,d7,B
h8,d4,e6,d7,B
a1,d4,e6,e7,B
b1,d4,e6,e7,B
c1,d4,e6,e7,B
d1,d4,e6,e7,B
e1,d4,e6,e7,B
f1,d4,e6,e7,B
g1,d4,e6,e7,B
h1,d4,e6,e7,B
a2,d4,e6,e7,B
b2,d4,e6,e7,B
c2,d4,e6,e7,B
d2,d4,e6,e7,B
e2,d4,e6,e7,B
f2,d4,e6,e7,B
g2,d4,e6,e7,B
h2,d4,e6,e7,B
a3,d4,e6,e7,B
b3,d4,e6,e7,B
c3,d4,e6,e7,B
d3,d4,e6,e7,B
e3,d4,e6,e7,B
f3,d4,e6,e7,B
g3,d4,e6,e7,B
h3,d4,e6,e7,B
a4,d4,e6,e7,B
e4,d4,e6,e7,B
f4,d4,e6,e7,B
g4,d4,e6,e7,B
h4,d4,e6,e7,B
a5,d4,e6,e7,B
g5,d4,e6,e7,B
h5,d4,e6,e7,B
a6,d4,e6,e7,B
g6,d4,e6,e7,B
h6,d4,e6,e7,B
a7,d4,e6,e7,B
g7,d4,e6,e7,B
h7,d4,e6,e7,B
a8,d4,e6,e7,B
b8,d4,e6,e7,B
c8,d4,e6,e7,B
g8,d4,e6,e7,B
h8,d4,e6,e7,B
a1,d4,e6,f7,B
b1,d4,e6,f7,B
c1,d4,e6,f7,B
d1,d4,e6,f7,B
e1,d4,e6,f7,B
f1,d4,e6,f7,B
g1,d4,e6,f7,B
h1,d4,e6,f7,B
a2,d4,e6,f7,B
b2,d4,e6,f7,B
c2,d4,e6,f7,B
d2,d4,e6,f7,B
e2,d4,e6,f7,B
f2,d4,e6,f7,B
g2,d4,e6,f7,B
h2,d4,e6,f7,B
a3,d4,e6,f7,B
b3,d4,e6,f7,B
c3,d4,e6,f7,B
d3,d4,e6,f7,B
e3,d4,e6,f7,B
f3,d4,e6,f7,B
g3,d4,e6,f7,B
h3,d4,e6,f7,B
a4,d4,e6,f7,B
e4,d4,e6,f7,B
f4,d4,e6,f7,B
g4,d4,e6,f7,B
h4,d4,e6,f7,B
a5,d4,e6,f7,B
g5,d4,e6,f7,B
h5,d4,e6,f7,B
a6,d4,e6,f7,B
h6,d4,e6,f7,B
a7,d4,e6,f7,B
h7,d4,e6,f7,B
a8,d4,e6,f7,B
b8,d4,e6,f7,B
c8,d4,e6,f7,B
d8,d4,e6,f7,B
h8,d4,e6,f7,B
a1,d4,e7,d6,B
b1,d4,e7,d6,B
c1,d4,e7,d6,B
d1,d4,e7,d6,B
e1,d4,e7,d6,B
f1,d4,e7,d6,B
g1,d4,e7,d6,B
h1,d4,e7,d6,B
a2,d4,e7,d6,B
b2,d4,e7,d6,B
c2,d4,e7,d6,B
d2,d4,e7,d6,B
e2,d4,e7,d6,B
f2,d4,e7,d6,B
g2,d4,e7,d6,B
h2,d4,e7,d6,B
a3,d4,e7,d6,B
b3,d4,e7,d6,B
c3,d4,e7,d6,B
d3,d4,e7,d6,B
e3,d4,e7,d6,B
f3,d4,e7,d6,B
g3,d4,e7,d6,B
h3,d4,e7,d6,B
a4,d4,e7,d6,B
g4,d4,e7,d6,B
h4,d4,e7,d6,B
a5,d4,e7,d6,B
g5,d4,e7,d6,B
h5,d4,e7,d6,B
a6,d4,e7,d6,B
g6,d4,e7,d6,B
h6,d4,e7,d6,B
a7,d4,e7,d6,B
g7,d4,e7,d6,B
h7,d4,e7,d6,B
a8,d4,e7,d6,B
g8,d4,e7,d6,B
h8,d4,e7,d6,B
a1,d4,e7,e6,B
b1,d4,e7,e6,B
c1,d4,e7,e6,B
d1,d4,e7,e6,B
e1,d4,e7,e6,B
f1,d4,e7,e6,B
g1,d4,e7,e6,B
h1,d4,e7,e6,B
a2,d4,e7,e6,B
b2,d4,e7,e6,B
c2,d4,e7,e6,B
d2,d4,e7,e6,B
e2,d4,e7,e6,B
f2,d4,e7,e6,B
g2,d4,e7,e6,B
h2,d4,e7,e6,B
a3,d4,e7,e6,B
b3,d4,e7,e6,B
c3,d4,e7,e6,B
d3,d4,e7,e6,B
e3,d4,e7,e6,B
f3,d4,e7,e6,B
g3,d4,e7,e6,B
h3,d4,e7,e6,B
a4,d4,e7,e6,B
g4,d4,e7,e6,B
h4,d4,e7,e6,B
a5,d4,e7,e6,B
g5,d4,e7,e6,B
h5,d4,e7,e6,B
a6,d4,e7,e6,B
g6,d4,e7,e6,B
h6,d4,e7,e6,B
a7,d4,e7,e6,B
g7,d4,e7,e6,B
h7,d4,e7,e6,B
a8,d4,e7,e6,B
g8,d4,e7,e6,B
h8,d4,e7,e6,B
a1,d4,e7,f6,B
b1,d4,e7,f6,B
c1,d4,e7,f6,B
d1,d4,e7,f6,B
e1,d4,e7,f6,B
f1,d4,e7,f6,B
g1,d4,e7,f6,B
h1,d4,e7,f6,B
a2,d4,e7,f6,B
b2,d4,e7,f6,B
c2,d4,e7,f6,B
d2,d4,e7,f6,B
e2,d4,e7,f6,B
f2,d4,e7,f6,B
g2,d4,e7,f6,B
h2,d4,e7,f6,B
a3,d4,e7,f6,B
b3,d4,e7,f6,B
c3,d4,e7,f6,B
d3,d4,e7,f6,B
e3,d4,e7,f6,B
f3,d4,e7,f6,B
g3,d4,e7,f6,B
h3,d4,e7,f6,B
a4,d4,e7,f6,B
g4,d4,e7,f6,B
h4,d4,e7,f6,B
a5,d4,e7,f6,B
h5,d4,e7,f6,B
a6,d4,e7,f6,B
h6,d4,e7,f6,B
a7,d4,e7,f6,B
h7,d4,e7,f6,B
a8,d4,e7,f6,B
g8,d4,e7,f6,B
h8,d4,e7,f6,B
a1,d4,e7,d7,B
b1,d4,e7,d7,B
c1,d4,e7,d7,B
d1,d4,e7,d7,B
e1,d4,e7,d7,B
f1,d4,e7,d7,B
g1,d4,e7,d7,B
h1,d4,e7,d7,B
a2,d4,e7,d7,B
b2,d4,e7,d7,B
c2,d4,e7,d7,B
d2,d4,e7,d7,B
e2,d4,e7,d7,B
f2,d4,e7,d7,B
g2,d4,e7,d7,B
h2,d4,e7,d7,B
a3,d4,e7,d7,B
b3,d4,e7,d7,B
c3,d4,e7,d7,B
d3,d4,e7,d7,B
e3,d4,e7,d7,B
f3,d4,e7,d7,B
g3,d4,e7,d7,B
h3,d4,e7,d7,B
a4,d4,e7,d7,B
g4,d4,e7,d7,B
h4,d4,e7,d7,B
a5,d4,e7,d7,B
e5,d4,e7,d7,B
g5,d4,e7,d7,B
h5,d4,e7,d7,B
a6,d4,e7,d7,B
g6,d4,e7,d7,B
h6,d4,e7,d7,B
a7,d4,e7,d7,B
g7,d4,e7,d7,B
h7,d4,e7,d7,B
a8,d4,e7,d7,B
g8,d4,e7,d7,B
h8,d4,e7,d7,B
a1,d4,e7,f7,B
b1,d4,e7,f7,B
c1,d4,e7,f7,B
d1,d4,e7,f7,B
e1,d4,e7,f7,B
f1,d4,e7,f7,B
g1,d4,e7,f7,B
h1,d4,e7,f7,B
a2,d4,e7,f7,B
b2,d4,e7,f7,B
c2,d4,e7,f7,B
d2,d4,e7,f7,B
e2,d4,e7,f7,B
f2,d4,e7,f7,B
g2,d4,e7,f7,B
h2,d4,e7,f7,B
a3,d4,e7,f7,B
b3,d4,e7,f7,B
c3,d4,e7,f7,B
d3,d4,e7,f7,B
e3,d4,e7,f7,B
f3,d4,e7,f7,B
g3,d4,e7,f7,B
h3,d4,e7,f7,B
a4,d4,e7,f7,B
g4,d4,e7,f7,B
h4,d4,e7,f7,B
a5,d4,e7,f7,B
e5,d4,e7,f7,B
g5,d4,e7,f7,B
h5,d4,e7,f7,B
a6,d4,e7,f7,B
h6,d4,e7,f7,B
a7,d4,e7,f7,B
h7,d4,e7,f7,B
a8,d4,e7,f7,B
h8,d4,e7,f7,B
a1,d4,e7,d8,B
b1,d4,e7,d8,B
c1,d4,e7,d8,B
d1,d4,e7,d8,B
e1,d4,e7,d8,B
f1,d4,e7,d8,B
g1,d4,e7,d8,B
h1,d4,e7,d8,B
a2,d4,e7,d8,B
b2,d4,e7,d8,B
c2,d4,e7,d8,B
d2,d4,e7,d8,B
e2,d4,e7,d8,B
f2,d4,e7,d8,B
g2,d4,e7,d8,B
h2,d4,e7,d8,B
a3,d4,e7,d8,B
b3,d4,e7,d8,B
c3,d4,e7,d8,B
d3,d4,e7,d8,B
e3,d4,e7,d8,B
f3,d4,e7,d8,B
g3,d4,e7,d8,B
h3,d4,e7,d8,B
a4,d4,e7,d8,B
g4,d4,e7,d8,B
h4,d4,e7,d8,B
a5,d4,e7,d8,B
e5,d4,e7,d8,B
g5,d4,e7,d8,B
h5,d4,e7,d8,B
a6,d4,e7,d8,B
g6,d4,e7,d8,B
h6,d4,e7,d8,B
a7,d4,e7,d8,B
g7,d4,e7,d8,B
h7,d4,e7,d8,B
a8,d4,e7,d8,B
g8,d4,e7,d8,B
h8,d4,e7,d8,B
a1,d4,e7,e8,W
b1,d4,e7,e8,W
c1,d4,e7,e8,W
d1,d4,e7,e8,W
e1,d4,e7,e8,W
f1,d4,e7,e8,W
g1,d4,e7,e8,W
h1,d4,e7,e8,W
a2,d4,e7,e8,W
b2,d4,e7,e8,W
c2,d4,e7,e8,W
d2,d4,e7,e8,W
e2,d4,e7,e8,W
f2,d4,e7,e8,W
g2,d4,e7,e8,W
h2,d4,e7,e8,W
h3,d4,e7,e8,W
h4,d4,e7,e8,W
h5,d4,e7,e8,W
h6,d4,e7,e8,W
h7,d4,e7,e8,W
g8,d4,e7,e8,W
h8,d4,e7,e8,W
a1,d4,e7,e8,B
b1,d4,e7,e8,B
c1,d4,e7,e8,B
d1,d4,e7,e8,B
e1,d4,e7,e8,B
f1,d4,e7,e8,B
g1,d4,e7,e8,B
h1,d4,e7,e8,B
a2,d4,e7,e8,B
b2,d4,e7,e8,B
c2,d4,e7,e8,B
d2,d4,e7,e8,B
e2,d4,e7,e8,B
f2,d4,e7,e8,B
g2,d4,e7,e8,B
h2,d4,e7,e8,B
a3,d4,e7,e8,B
b3,d4,e7,e8,B
c3,d4,e7,e8,B
d3,d4,e7,e8,B
e3,d4,e7,e8,B
f3,d4,e7,e8,B
g3,d4,e7,e8,B
h3,d4,e7,e8,B
a4,d4,e7,e8,B
g4,d4,e7,e8,B
h4,d4,e7,e8,B
a5,d4,e7,e8,B
e5,d4,e7,e8,B
g5,d4,e7,e8,B
h5,d4,e7,e8,B
a6,d4,e7,e8,B
e6,d4,e7,e8,B
g6,d4,e7,e8,B
h6,d4,e7,e8,B
a7,d4,e7,e8,B
g7,d4,e7,e8,B
h7,d4,e7,e8,B
a8,d4,e7,e8,B
g8,d4,e7,e8,B
h8,d4,e7,e8,B
a1,d4,e7,f8,B
b1,d4,e7,f8,B
c1,d4,e7,f8,B
d1,d4,e7,f8,B
e1,d4,e7,f8,B
f1,d4,e7,f8,B
g1,d4,e7,f8,B
h1,d4,e7,f8,B
a2,d4,e7,f8,B
b2,d4,e7,f8,B
c2,d4,e7,f8,B
d2,d4,e7,f8,B
e2,d4,e7,f8,B
f2,d4,e7,f8,B
g2,d4,e7,f8,B
h2,d4,e7,f8,B
a3,d4,e7,f8,B
b3,d4,e7,f8,B
c3,d4,e7,f8,B
d3,d4,e7,f8,B
e3,d4,e7,f8,B
f3,d4,e7,f8,B
g3,d4,e7,f8,B
h3,d4,e7,f8,B
a4,d4,e7,f8,B
g4,d4,e7,f8,B
h4,d4,e7,f8,B
a5,d4,e7,f8,B
e5,d4,e7,f8,B
g5,d4,e7,f8,B
h5,d4,e7,f8,B
a6,d4,e7,f8,B
g6,d4,e7,f8,B
h6,d4,e7,f8,B
a7,d4,e7,f8,B
h7,d4,e7,f8,B
a8,d4,e7,f8,B
h8,d4,e7,f8,B
a1,d5,e2,c4,B
b1,d5,e2,c4,B
c1,d5,e2,c4,B
d1,d5,e2,c4,B
e1,d5,e2,c4,B
f1,d5,e2,c4,B
g1,d5,e2,c4,B
h1,d5,e2,c4,B
a2,d5,e2,c4,B
b2,d5,e2,c4,B
h2,d5,e2,c4,B
a3,d5,e2,c4,B
h3,d5,e2,c4,B
a4,d5,e2,c4,B
h4,d5,e2,c4,B
a5,d5,e2,c4,B
h5,d5,e2,c4,B
a6,d5,e2,c4,B
b6,d5,e2,c4,B
h6,d5,e2,c4,B
a7,d5,e2,c4,B
b7,d5,e2,c4,B
c7,d5,e2,c4,B
d7,d5,e2,c4,B
e7,d5,e2,c4,B
f7,d5,e2,c4,B
g7,d5,e2,c4,B
h7,d5,e2,c4,B
a8,d5,e2,c4,B
b8,d5,e2,c4,B
c8,d5,e2,c4,B
d8,d5,e2,c4,B
e8,d5,e2,c4,B
f8,d5,e2,c4,B
g8,d5,e2,c4,B
h8,d5,e2,c4,B
a1,d5,e2,d4,B
b1,d5,e2,d4,B
c1,d5,e2,d4,B
d1,d5,e2,d4,B
e1,d5,e2,d4,B
f1,d5,e2,d4,B
g1,d5,e2,d4,B
h1,d5,e2,d4,B
a2,d5,e2,d4,B
b2,d5,e2,d4,B
h2,d5,e2,d4,B
a3,d5,e2,d4,B
b3,d5,e2,d4,B
h3,d5,e2,d4,B
a4,d5,e2,d4,B
b4,d5,e2,d4,B
h4,d5,e2,d4,B
a5,d5,e2,d4,B
b5,d5,e2,d4,B
h5,d5,e2,d4,B
a6,d5,e2,d4,B
b6,d5,e2,d4,B
h6,d5,e2,d4,B
a7,d5,e2,d4,B
b7,d5,e2,d4,B
c7,d5,e2,d4,B
d7,d5,e2,d4,B
e7,d5,e2,d4,B
f7,d5,e2,d4,B
g7,d5,e2,d4,B
h7,d5,e2,d4,B
a8,d5,e2,d4,B
b8,d5,e2,d4,B
c8,d5,e2,d4,B
d8,d5,e2,d4,B
e8,d5,e2,d4,B
f8,d5,e2,d4,B
g8,d5,e2,d4,B
h8,d5,e2,d4,B
a1,d5,e2,e4,B
b1,d5,e2,e4,B
c1,d5,e2,e4,B
d1,d5,e2,e4,B
e1,d5,e2,e4,B
f1,d5,e2,e4,B
g1,d5,e2,e4,B
h1,d5,e2,e4,B
a2,d5,e2,e4,B
b2,d5,e2,e4,B
h2,d5,e2,e4,B
a3,d5,e2,e4,B
b3,d5,e2,e4,B
h3,d5,e2,e4,B
a4,d5,e2,e4,B
b4,d5,e2,e4,B
h4,d5,e2,e4,B
a5,d5,e2,e4,B
b5,d5,e2,e4,B
h5,d5,e2,e4,B
a6,d5,e2,e4,B
b6,d5,e2,e4,B
h6,d5,e2,e4,B
a7,d5,e2,e4,B
b7,d5,e2,e4,B
c7,d5,e2,e4,B
d7,d5,e2,e4,B
e7,d5,e2,e4,B
f7,d5,e2,e4,B
g7,d5,e2,e4,B
h7,d5,e2,e4,B
a8,d5,e2,e4,B
b8,d5,e2,e4,B
c8,d5,e2,e4,B
d8,d5,e2,e4,B
e8,d5,e2,e4,B
f8,d5,e2,e4,B
g8,d5,e2,e4,B
h8,d5,e2,e4,B
a1,d5,e2,c5,B
b1,d5,e2,c5,B
c1,d5,e2,c5,B
d1,d5,e2,c5,B
e1,d5,e2,c5,B
f1,d5,e2,c5,B
g1,d5,e2,c5,B
h1,d5,e2,c5,B
a2,d5,e2,c5,B
b2,d5,e2,c5,B
h2,d5,e2,c5,B
a3,d5,e2,c5,B
b3,d5,e2,c5,B
d3,d5,e2,c5,B
h3,d5,e2,c5,B
a4,d5,e2,c5,B
h4,d5,e2,c5,B
a5,d5,e2,c5,B
h5,d5,e2,c5,B
a6,d5,e2,c5,B
h6,d5,e2,c5,B
a7,d5,e2,c5,B
b7,d5,e2,c5,B
c7,d5,e2,c5,B
d7,d5,e2,c5,B
e7,d5,e2,c5,B
f7,d5,e2,c5,B
g7,d5,e2,c5,B
h7,d5,e2,c5,B
a8,d5,e2,c5,B
b8,d5,e2,c5,B
c8,d5,e2,c5,B
d8,d5,e2,c5,B
e8,d5,e2,c5,B
f8,d5,e2,c5,B
g8,d5,e2,c5,B
h8,d5,e2,c5,B
a1,d5,e2,e5,B
b1,d5,e2,e5,B
c1,d5,e2,e5,B
d1,d5,e2,e5,B
e1,d5,e2,e5,B
f1,d5,e2,e5,B
g1,d5,e2,e5,B
h1,d5,e2,e5,B
a2,d5,e2,e5,B
b2,d5,e2,e5,B
h2,d5,e2,e5,B
a3,d5,e2,e5,B
b3,d5,e2,e5,B
d3,d5,e2,e5,B
h3,d5,e2,e5,B
a4,d5,e2,e5,B
b4,d5,e2,e5,B
h4,d5,e2,e5,B
a5,d5,e2,e5,B
b5,d5,e2,e5,B
h5,d5,e2,e5,B
a6,d5,e2,e5,B
b6,d5,e2,e5,B
h6,d5,e2,e5,B
a7,d5,e2,e5,B
b7,d5,e2,e5,B
c7,d5,e2,e5,B
d7,d5,e2,e5,B
e7,d5,e2,e5,B
f7,d5,e2,e5,B
g7,d5,e2,e5,B
h7,d5,e2,e5,B
a8,d5,e2,e5,B
b8,d5,e2,e5,B
c8,d5,e2,e5,B
d8,d5,e2,e5,B
e8,d5,e2,e5,B
f8,d5,e2,e5,B
g8,d5,e2,e5,B
h8,d5,e2,e5,B
a1,d5,e2,c6,B
b1,d5,e2,c6,B
c1,d5,e2,c6,B
d1,d5,e2,c6,B
e1,d5,e2,c6,B
f1,d5,e2,c6,B
g1,d5,e2,c6,B
h1,d5,e2,c6,B
a2,d5,e2,c6,B
b2,d5,e2,c6,B
h2,d5,e2,c6,B
a3,d5,e2,c6,B
b3,d5,e2,c6,B
d3,d5,e2,c6,B
h3,d5,e2,c6,B
a4,d5,e2,c6,B
b4,d5,e2,c6,B
h4,d5,e2,c6,B
a5,d5,e2,c6,B
h5,d5,e2,c6,B
a6,d5,e2,c6,B
h6,d5,e2,c6,B
a7,d5,e2,c6,B
e7,d5,e2,c6,B
f7,d5,e2,c6,B
g7,d5,e2,c6,B
h7,d5,e2,c6,B
a8,d5,e2,c6,B
b8,d5,e2,c6,B
c8,d5,e2,c6,B
d8,d5,e2,c6,B
e8,d5,e2,c6,B
f8,d5,e2,c6,B
g8,d5,e2,c6,B
h8,d5,e2,c6,B
a1,d5,e2,d6,B
b1,d5,e2,d6,B
c1,d5,e2,d6,B
d1,d5,e2,d6,B
e1,d5,e2,d6,B
f1,d5,e2,d6,B
g1,d5,e2,d6,B
h1,d5,e2,d6,B
a2,d5,e2,d6,B
b2,d5,e2,d6,B
h2,d5,e2,d6,B
a3,d5,e2,d6,B
b3,d5,e2,d6,B
d3,d5,e2,d6,B
h3,d5,e2,d6,B
a4,d5,e2,d6,B
b4,d5,e2,d6,B
h4,d5,e2,d6,B
a5,d5,e2,d6,B
b5,d5,e2,d6,B
h5,d5,e2,d6,B
a6,d5,e2,d6,B
b6,d5,e2,d6,B
h6,d5,e2,d6,B
a7,d5,e2,d6,B
b7,d5,e2,d6,B
f7,d5,e2,d6,B
g7,d5,e2,d6,B
h7,d5,e2,d6,B
a8,d5,e2,d6,B
b8,d5,e2,d6,B
c8,d5,e2,d6,B
d8,d5,e2,d6,B
e8,d5,e2,d6,B
f8,d5,e2,d6,B
g8,d5,e2,d6,B
h8,d5,e2,d6,B
a1,d5,e2,e6,B
b1,d5,e2,e6,B
c1,d5,e2,e6,B
d1,d5,e2,e6,B
e1,d5,e2,e6,B
f1,d5,e2,e6,B
g1,d5,e2,e6,B
h1,d5,e2,e6,B
a2,d5,e2,e6,B
b2,d5,e2,e6,B
h2,d5,e2,e6,B
a3,d5,e2,e6,B
b3,d5,e2,e6,B
d3,d5,e2,e6,B
h3,d5,e2,e6,B
a4,d5,e2,e6,B
b4,d5,e2,e6,B
h4,d5,e2,e6,B
a5,d5,e2,e6,B
b5,d5,e2,e6,B
h5,d5,e2,e6,B
a6,d5,e2,e6,B
b6,d5,e2,e6,B
h6,d5,e2,e6,B
a7,d5,e2,e6,B
b7,d5,e2,e6,B
c7,d5,e2,e6,B
g7,d5,e2,e6,B
h7,d5,e2,e6,B
a8,d5,e2,e6,B
b8,d5,e2,e6,B
c8,d5,e2,e6,B
d8,d5,e2,e6,B
e8,d5,e2,e6,B
f8,d5,e2,e6,B
g8,d5,e2,e6,B
h8,d5,e2,e6,B
a1,d5,e3,c4,B
b1,d5,e3,c4,B
c1,d5,e3,c4,B
d1,d5,e3,c4,B
e1,d5,e3,c4,B
f1,d5,e3,c4,B
g1,d5,e3,c4,B
h1,d5,e3,c4,B
a2,d5,e3,c4,B
b2,d5,e3,c4,B
c2,d5,e3,c4,B
d2,d5,e3,c4,B
e2,d5,e3,c4,B
f2,d5,e3,c4,B
g2,d5,e3,c4,B
h2,d5,e3,c4,B
a3,d5,e3,c4,B
h3,d5,e3,c4,B
a4,d5,e3,c4,B
h4,d5,e3,c4,B
a5,d5,e3,c4,B
h5,d5,e3,c4,B
a6,d5,e3,c4,B
b6,d5,e3,c4,B
h6,d5,e3,c4,B
a7,d5,e3,c4,B
b7,d5,e3,c4,B
c7,d5,e3,c4,B
d7,d5,e3,c4,B
e7,d5,e3,c4,B
f7,d5,e3,c4,B
g7,d5,e3,c4,B
h7,d5,e3,c4,B
a8,d5,e3,c4,B
b8,d5,e3,c4,B
c8,d5,e3,c4,B
d8,d5,e3,c4,B
e8,d5,e3,c4,B
f8,d5,e3,c4,B
g8,d5,e3,c4,B
h8,d5,e3,c4,B
a1,d5,e3,d4,B
b1,d5,e3,d4,B
c1,d5,e3,d4,B
d1,d5,e3,d4,B
e1,d5,e3,d4,B
f1,d5,e3,d4,B
g1,d5,e3,d4,B
h1,d5,e3,d4,B
a2,d5,e3,d4,B
b2,d5,e3,d4,B
c2,d5,e3,d4,B
d2,d5,e3,d4,B
e2,d5,e3,d4,B
f2,d5,e3,d4,B
g2,d5,e3,d4,B
h2,d5,e3,d4,B
a3,d5,e3,d4,B
b3,d5,e3,d4,B
h3,d5,e3,d4,B
a4,d5,e3,d4,B
b4,d5,e3,d4,B
h4,d5,e3,d4,B
a5,d5,e3,d4,B
b5,d5,e3,d4,B
h5,d5,e3,d4,B
a6,d5,e3,d4,B
b6,d5,e3,d4,B
h6,d5,e3,d4,B
a7,d5,e3,d4,B
b7,d5,e3,d4,B
c7,d5,e3,d4,B
d7,d5,e3,d4,B
e7,d5,e3,d4,B
f7,d5,e3,d4,B
g7,d5,e3,d4,B
h7,d5,e3,d4,B
a8,d5,e3,d4,B
b8,d5,e3,d4,B
c8,d5,e3,d4,B
d8,d5,e3,d4,B
e8,d5,e3,d4,B
f8,d5,e3,d4,B
g8,d5,e3,d4,B
h8,d5,e3,d4,B
a1,d5,e3,e4,B
b1,d5,e3,e4,B
c1,d5,e3,e4,B
d1,d5,e3,e4,B
e1,d5,e3,e4,B
